countries	var_analyzed	2021/5	2021/6	2021/7	2021/8	2021/9	2021/10	2021/11	2021/12	2022/1	2022/2	2022/3	2022/4	2022/5	2022/6	2022/7	2022/8	2022/9	2022/10	2022/11
Kuwait	rep_rate	0,991	1,042	0,876	0,688	0,708	0,861	1,040	1,572	1,557	0,782	0,649	0,705	0,625	1,060	0,776	0,736	0,235	0,443	0,611
Kuwait	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kuwait	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kyrgyzstan	deaths_million	272,674	301,631	350,646	381,261	393,176	402,828	414,139	422,585	434,348	446,112	450,637	451,089	451,089	451,089	451,089	451,089	451,089	451,089	451,089
Kyrgyzstan	cases_million	15794,75	18852,382	24566,628	26503,4	26925,381	27336,655	27652,161	27853,952	29909,114	30242,567	30304,1	30312,696	30312,847	30321,896	30568,027	31025,148	31080,498	31136,148	31147,912
Kyrgyzstan	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kyrgyzstan	rep_rate	1,055	1,234	1,021	0,695	0,763	1,019	0,919	1,037	1,463	0,528	0,673	0,366	0,047	0,108	0,832	0,819	0,861	0,945	0,643
Kyrgyzstan	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kyrgyzstan	vacc_hundred	NA	NA	NA	NA	NA	11,38	NA	NA	NA	17,55	NA	NA	NA	19,93	NA	NA	20,22	NA	20,44
Laos	deaths_million	NA	0,398	0,93	1,859	2,391	8,633	22,578	49,406	72,648	82,476	88,32	98,812	100,405	100,538	100,538	100,538	100,671	100,671	100,671
Laos	cases_million	253,935	281,693	836,579	1994,162	3167,019	5348,446	9793,243	14750,028	17777,198	18957,89	23494,062	27554,238	27888,922	27929,164	28054,937	28426,808	28668,658	28719,525	28786,063
Laos	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Laos	rep_rate	0,804	0,925	1,717	1,093	1,105	1,125	1,154	0,977	0,878	0,809	1,467	0,730	0,465	0,674	1,448	1,149	0,808	0,740	1,262
Laos	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Laos	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Latvia	deaths_million	1283,87	1357,898	1381,133	1393,021	1468,13	1757,757	2258,121	2469,397	2633,123	2830,891	3034,603	3115,655	3146,996	3166,448	3183,739	3212,918	3238,855	3270,736	3291,269
Latvia	cases_million	71974,016	74259,694	75034,555	77073,834	85532,466	118411,653	137064,519	149500,663	212229,839	352913,078	431682,53	444174,33	447741,177	451622,508	465632,149	485846,085	502662,302	514466,237	520600,285
Latvia	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Latvia	rep_rate	0,896	0,686	0,934	1,289	1,333	1,241	0,835	1,015	1,444	1,106	0,749	0,707	0,781	1,216	1,372	1,013	1,087	0,895	0,979
Latvia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Latvia	vacc_hundred	14,91	29,77	36,9	41,11	46,23	54,83	64,42	68,22	69,59	70,19	70,38	70,48	70,53	NA	NA	NA	NA	NA	NA
Lebanon	deaths_million	1407,898	1430,121	1440,14	1466,917	1516,464	1548,706	1589,327	1661,097	1749,808	1838,155	1876,772	1891,891	1899,724	1906,282	1918,487	1935,792	1944,717	1950,546	1955,829
Lebanon	cases_million	98435,92	99251,623	102259,778	109707,484	113708,399	116949,716	122165,259	132598,169	167805,275	194673,923	198944,978	199818,972	200227,734	202595,786	213829,825	220315,92	221468,433	222010,17	222334,593
Lebanon	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lebanon	rep_rate	0,717	0,918	1,298	1,104	0,896	1,004	1,153	1,190	1,191	0,830	0,612	0,718	1,039	1,579	1,315	0,800	0,702	0,693	0,918
Lebanon	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lebanon	vacc_hundred	NA	NA	15,18	NA	23,77	NA	30,72	NA	36,78	39,28	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lesotho	deaths_million	141,381	142,682	162,198	174,775	174,775	285,364	287,099	288,4	300,543	301,844	302,278	302,278	302,711	303,145	304,446	305,314	306,181	306,181	306,181
Lesotho	cases_million	4697,232	4919,712	5597,994	6242,882	6242,882	9382,755	9445,205	12320,097	13954,219	14143,305	14272,543	14318,08	14466,833	14718,37	14762,606	14834,597	14957,764	14957,764	14957,764
Lesotho	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lesotho	rep_rate	0,812	1,110	0,964	0,547	0,186	0,255	0,649	1,073	0,758	0,550	0,343	0,167	0,242	0,245	0,053	0,012	0,000	0,000	0,000
Lesotho	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lesotho	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Liberia	deaths_million	16,218	23,95	27,91	46,203	53,935	54,123	54,123	54,123	54,689	55,444	55,444	55,444	55,444	55,444	55,444	55,444	55,444	55,444	55,444
Liberia	cases_million	410,924	735,476	1019,105	1054,936	1115,472	1096,047	1098,31	1183,927	1371,379	1392,501	1395,518	1401,93	1406,079	1413,811	1421,543	1486,604	1501,313	1507,914	1512,817
Liberia	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Liberia	rep_rate	0,965	1,591	0,836	0,530	0,197	0,273	0,253	0,402	0,484	0,262	0,263	0,115	0,201	0,318	0,412	0,292	0,461	0,244	0,183
Liberia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Liberia	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Libya	deaths_million	458,873	468,708	515,094	623,427	682,731	748,494	800,899	838,184	883,25	919,067	941,673	943,875	943,875	943,875	944,022	944,902	944,902	944,902	944,902
Libya	cases_million	27270,496	28400,504	36568,03	45354,727	49921,73	52454,486	54700,115	57063,178	63071,683	72580,891	73646,457	73675,669	73692,11	73710,018	73926,243	74392,896	74422,842	74431,209	74436,053
Libya	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Libya	rep_rate	0,919	1,117	1,411	0,974	0,873	0,917	0,995	1,052	1,287	0,925	0,442	0,470	0,377	0,521	0,369	0,496	0,593	0,281	0,069
Libya	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Libya	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Liechtenstein	deaths_million	1448,355	1473,764	1473,764	1473,764	1473,764	1549,994	1549,994	1753,272	1854,91	1981,959	2134,417	2159,827	2134,417	2159,827	2185,237	2185,237	2185,237	2210,647	2210,647
Liechtenstein	cases_million	78846,398	79557,871	80980,816	86164,401	90382,416	93050,438	118866,726	155787,066	226858,087	304942,193	416160,59	436666,243	443882,607	454910,431	474602,973	486875,873	500902,045	524101,131	531952,738
Liechtenstein	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Liechtenstein	rep_rate	0,754	0,970	1,232	1,287	0,876	1,156	1,505	1,120	1,204	1,046	0,961	0,709	0,945	1,311	1,215	1,011	1,245	1,054	0,999
Liechtenstein	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Liechtenstein	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lithuania	deaths_million	1554,876	1594,512	1603,603	1658,51	1817,416	2141,046	2456,312	2689,761	2868,667	3063,935	3230,841	3308,294	3325,748	3335,566	3348,293	3377,747	3389,019	3415,564	3430,473
Lithuania	cases_million	99909,893	101508,405	102978,919	108892,612	120925,813	149381,94	172257,094	190696,705	256415,683	351219,138	403919,845	418170,453	419959,87	422226,004	430326,197	443018,656	454593,321	461097,911	464017,85
Lithuania	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lithuania	rep_rate	0,854	0,528	1,300	1,239	1,204	1,157	0,915	0,993	1,382	0,958	0,848	0,660	0,607	1,159	1,346	1,048	1,069	0,822	0,978
Lithuania	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lithuania	vacc_hundred	22,23	38,3	45,45	55,1	59,87	62,75	64,84	NA	NA	68,01	68,1	68,16	68,21	NA	NA	NA	NA	NA	NA
Low income	deaths_million	28,724	34,722	43,607	48,197	51,505	54,204	55,607	57,135	60,025	61,929	63,656	63,798	63,9	64,099	64,307	64,437	64,558	64,634	64,977
Low income	cases_million	1206,208	1455,125	1730,494	1938,462	2056,75	2121,278	2156,537	2456,117	2811,052	2869,39	2890,038	2901,61	2917,806	2965,234	2997,138	3025,25	3042,167	3051,558	3061,533
Low income	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Low income	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Low income	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Low income	vacc_hundred	0,06	0,15	0,27	0,57	1,13	1,5	2,49	3,76	5,06	6,01	10,38	11,2	11,8	13,25	15,51	16,95	17,62	19,1	20,51
Lower middle income	deaths_million	196,285	225,754	254,997	290,496	309,757	323,615	337,765	349,557	360,093	373,496	381,42	383,631	384,25	384,824	385,865	387,666	388,785	389,758	390,939
Lower middle income	cases_million	12515,904	13626,255	15029,168	16525,589	17583,464	18268,437	18779,477	19256,836	22283,039	24160,927	26258,751	26665,611	26734,278	26909,428	27320,19	27821,874	27995,535	28108,794	28201,082
Lower middle income	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lower middle income	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lower middle income	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lower middle income	vacc_hundred	2,23	3,2	5,28	8,84	14,12	19,97	26,05	34,53	40,19	45,19	48,64	50,47	51,87	53,26	54,49	55,38	56,03	56,78	57,13
Luxembourg	deaths_million	1258,491	1263,123	1269,3	1281,653	1289,374	1301,727	1351,141	1412,907	1470,041	1530,263	1599,75	1642,987	1664,605	1689,312	1712,474	1734,092	1743,357	1768,064	1794,315
Luxembourg	cases_million	107986,245	109306,502	114067,149	116985,613	120782,704	126131,677	137709,794	160231,377	243954,225	282854,721	333277,744	367287,883	382851,478	406711,849	435842,44	442906,975	450521,231	466677,785	473814,895
Luxembourg	icu_million	52,501	7,721	9,265	12,353	16,986	18,53	23,162	40,148	33,972	20,074	9,265	7,721	4,632	4,632	6,177	4,632	1,544	7,721	6,177
Luxembourg	rep_rate	0,820	0,988	1,285	1,040	1,093	1,218	1,286	1,245	1,325	0,840	1,140	0,919	0,867	1,364	0,987	0,746	1,056	1,173	0,996
Luxembourg	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Luxembourg	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Macao	deaths_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8,631	8,631	8,631	8,631
Macao	cases_million	73,362	77,678	84,87	90,624	102,132	110,763	110,763	113,64	113,64	116,517	117,955	117,955	119,394	379,758	1137,835	1140,712	1140,712	1140,712	1159,412
Macao	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Macao	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Macao	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Macao	vacc_hundred	NA	15,4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Madagascar	deaths_million	28,333	30,832	31,846	32,285	32,352	32,521	32,656	34,682	43,024	46,13	46,738	46,975	47,11	47,211	47,549	47,616	47,616	47,65	47,684
Madagascar	cases_million	1396,136	1425,652	1440,747	1447,704	1448,683	1473,268	1497,042	1697,943	2003,227	2149,791	2161,61	2166,44	2174,038	2207,943	2245,429	2249,988	2251,676	2254,141	2271,364
Madagascar	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Madagascar	rep_rate	0,747	0,721	0,804	0,582	0,366	0,147	0,284	0,482	0,790	0,743	0,662	0,808	0,720	0,698	0,885	0,738	0,543	0,380	0,376
Madagascar	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Madagascar	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Malawi	deaths_million	56,603	58,612	80,126	106,688	111,834	112,765	113,01	115,852	125,506	128,153	128,692	129,084	129,378	129,623	130,603	131,142	131,436	131,485	141,924
Malawi	cases_million	1682,797	1770,421	2565,361	2964,619	3017,841	3028,426	3034,307	3679,188	4139,852	4182,194	4196,945	4203,855	4213,852	4239,385	4283,687	4305,74	4313,973	4316,179	4317,453
Malawi	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Malawi	rep_rate	0,975	1,647	1,392	0,719	0,600	0,709	1,104	2,021	0,745	0,580	0,775	0,925	1,184	1,309	1,141	0,800	0,802	0,574	0,091
Malawi	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Malawi	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Malaysia	deaths_million	82,385	152,336	265,895	491,01	775,969	851,901	896,482	927,774	942,242	964,959	1030,785	1047,403	1051,204	1053,827	1059,838	1067,587	1071,771	1074,747	1080,905
Malaysia	cases_million	16864,676	22157,293	32802,903	51453,913	66170,096	72827,694	77575,734	81267,855	84587,77	101441,278	123810,839	131061,809	132785,707	134540,219	137899,205	140921,491	142637,993	144467,346	147095,77
Malaysia	icu_million	34,828	35,417	45,318	46,938	40,839	26,313	16,766	15,027	8,368	10,637	11,491	7,69	2,593	1,267	1,886	2,711	2,328	1,945	3,123
Malaysia	rep_rate	1,206	0,984	1,207	1,076	0,902	0,823	0,970	0,905	1,082	1,429	0,936	0,676	0,807	1,054	1,129	0,915	0,940	1,122	0,991
Malaysia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Malaysia	vacc_hundred	3,23	6,9	20,37	45,2	61,62	73,16	75,14	75,62	75,86	75,97	76,13	78,86	79,88	80,45	80,93	81,04	81,08	81,1	81,12
Maldives	deaths_million	305,461	400,918	421,918	431,464	441,01	463,919	477,283	500,193	526,921	567,012	568,922	568,922	570,831	582,286	586,104	588,013	588,013	588,013	593,74
Maldives	cases_million	122940,523	140890,19	147827,979	154853,589	161911,653	167312,59	174972,031	182704,019	265140,379	324919,148	337916,525	342061,253	343172,368	346671,809	351857,014	352914,673	353269,772	353884,513	354369,432
Maldives	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Maldives	rep_rate	1,256	0,681	0,872	1,017	0,963	1,040	1,023	1,106	1,513	0,796	0,424	0,755	0,526	0,760	0,939	1,005	1,110	0,917	0,779
Maldives	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Maldives	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mali	deaths_million	22,883	23,237	23,546	23,856	24,255	24,919	26,822	29,212	31,602	31,956	32,177	32,399	32,487	32,62	32,708	32,708	32,841	32,841	32,841
Mali	cases_million	631,462	638,499	645,493	658,992	673,598	711,396	771,635	929,821	1330,111	1344,673	1349,232	1364,679	1376,363	1379,373	1382,161	1390,305	1444,569	1448,773	1449,968
Mali	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mali	rep_rate	0,553	0,937	1,089	1,173	1,122	1,188	1,154	1,268	0,922	0,441	0,875	1,247	0,839	0,843	0,996	1,444	1,093	0,603	0,792
Mali	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mali	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Malta	deaths_million	785,684	787,56	793,185	826,938	856,94	864,44	877,566	892,568	1031,328	1134,461	1196,34	1308,849	1351,977	1389,48	1488,863	1501,989	1511,364	1515,115	1516,99
Malta	cases_million	57257,455	57422,468	64307,988	67825,754	69659,643	70604,714	73946,217	98394,316	126978,978	133650,732	149146,904	172027,385	177654,685	193387,125	211568,5	213859,923	215063,764	216295,732	217175,174
Malta	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Malta	rep_rate	0,613	0,997	1,946	0,819	0,777	0,967	1,384	1,558	0,787	0,732	1,394	0,893	0,775	1,402	0,754	0,660	0,944	0,998	0,903
Malta	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Malta	vacc_hundred	39,47	61,11	71,68	77,4	NA	NA	81,07	81,73	84,61	86,85	87,47	87,81	87,98	88,09	88,18	88,24	NA	NA	NA
Marshall Islands	deaths_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	408,723	408,723	408,723
Marshall Islands	cases_million	96,17	96,17	96,17	96,17	96,17	96,17	96,17	96,17	168,298	168,298	168,298	408,723	408,723	432,765	1538,72	361647,393	367970,572	369990,143	373644,604
Marshall Islands	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Marshall Islands	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,288	0,159	0,159
Marshall Islands	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Marshall Islands	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mauritania	deaths_million	97,759	103,249	118,662	150,967	163,635	168,28	175,67	182,849	201,218	206,708	207,342	207,342	207,342	207,553	209,453	209,664	210,086	210,509	210,509
Mauritania	cases_million	4127,195	4393,446	5424,453	7090,153	7607,451	7879,825	8290,707	8756,698	12297,552	12379,897	12387,498	12396,155	12487,157	12629,256	13211,586	13252,336	13262,894	13378,811	13390,634
Mauritania	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mauritania	rep_rate	1,173	1,021	1,387	0,965	0,719	0,968	1,088	1,203	1,143	0,228	0,503	0,665	1,629	1,328	1,030	0,454	1,052	1,446	0,311
Mauritania	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mauritania	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mauritius	deaths_million	13,852	13,852	15,391	23,856	64,641	135,439	405,547	604,858	632,562	695,664	744,914	761,844	766,462	771,848	779,544	787,239	789,548	794,165	795,704
Mauritius	cases_million	1085,821	1460,586	3242,841	8215,607	12077,927	17585,523	42812,576	52698,083	81521,195	129008,725	161867,304	169563,471	173809,791	177791,39	188421,812	197350,013	202118,081	204159,67	212743,886
Mauritius	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mauritius	rep_rate	0,534	1,042	1,457	1,313	1,011	1,137	1,052	0,861	0,778	0,756	0,496	0,635	0,593	0,255	0,265	0,456	0,592	0,301	0,254
Mauritius	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mauritius	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexico	deaths_million	1753,418	1827,761	1889,398	2033,864	2176,455	2261,613	2305,416	2348,379	2400,636	2495,206	2533,377	2543,714	2548,325	2554,553	2568,741	2583,368	2589,03	2591,226	2592,034
Mexico	cases_million	18930,698	19758,334	22338,51	26292,562	28738,075	29859,514	30466,2	31212,505	38764,159	43203,537	44387,075	45015,643	45300,317	47328,682	52640,236	55013,987	55599,843	55771,563	55884,022
Mexico	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexico	rep_rate	0,990	1,141	1,229	1,057	0,905	0,880	0,998	1,244	1,413	0,916	0,787	0,723	0,483	1,192	1,144	0,905	0,884	0,942	0,857
Mexico	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexico	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Moldova	deaths_million	1865,876	1892,457	1911,095	1955,702	2070,582	2380,085	2786,135	3139,328	3251,458	3426,833	3492,522	3510,243	3524,908	3534,074	3546,601	3591,514	3618,706	3631,844	3641,315
Moldova	cases_million	77967,169	78440,131	79278,507	81737,419	89945,808	103198,51	111144,142	114926,919	134646,79	153315,329	156872,318	157955,119	158507,213	158974,064	162599,492	175696,068	180091,128	181254,894	181813,099
Moldova	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Moldova	rep_rate	0,688	0,905	1,154	1,279	1,245	1,066	0,869	0,944	1,375	0,844	0,703	0,617	0,812	0,821	0,378	0,521	1,053	0,995	1,017
Moldova	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Moldova	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monaco	deaths_million	876,929	904,333	904,333	904,333	904,333	986,545	986,545	1041,353	1287,989	1397,605	1479,817	1562,029	1562,029	1589,433	1671,645	1671,645	1726,453	1781,261	1781,261
Monaco	cases_million	68619,66	70620,153	79170,206	87720,26	90816,914	93557,316	102436,217	136609,027	224247,075	256474,199	294812,42	322545,285	334767,477	356416,651	385273,081	394042,367	400701,543	410046,313	423172,837
Monaco	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monaco	rep_rate	0,820	1,182	1,288	0,973	0,795	1,012	1,353	1,081	0,925	0,793	1,073	0,922	0,868	1,093	0,988	0,878	1,136	1,172	1,213
Monaco	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monaco	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mongolia	deaths_million	74,447	145,952	209,806	246	354,287	488,763	567,919	584,397	599,11	616,766	620,297	620,885	622,357	623,239	623,534	626,182	627,065	627,065	627,948
Mongolia	cases_million	17196,17	33980,378	48595,902	62975,724	112552,978	173847,897	196682,942	203809,588	247720,895	267232,879	270478,844	270947,598	272210,555	273244,285	277688,765	288067,26	289216,045	289792,498	292130,087
Mongolia	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mongolia	rep_rate	1,027	1,167	0,964	1,117	1,204	0,998	0,800	0,879	1,328	0,824	0,629	0,612	0,572	0,926	1,171	0,986	0,762	1,042	1,079
Mongolia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mongolia	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Montenegro	deaths_million	2525,985	2572,231	2599,341	2749,242	3066,585	3353,628	3678,945	3844,792	4088,779	4273,763	4308,846	4327,983	4337,551	4351,903	4379,013	4422,069	4436,421	4442,8	4449,179
Montenegro	cases_million	158867,58	159870,639	162541,741	184003,049	209699,848	230135,772	250965,583	271151,141	350472,506	367108,289	371724,91	375115,216	378296,618	383079,087	413580,68	439397,08	446802,81	450920,294	452443,221
Montenegro	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Montenegro	rep_rate	0,750	0,781	1,408	1,403	0,968	0,997	0,910	1,242	1,075	0,649	0,769	0,988	0,953	1,249	1,402	0,785	0,835	0,821	0,785
Montenegro	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Montenegro	vacc_hundred	NA	NA	NA	29,31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Montserrat	deaths_million	226,603	226,603	226,603	226,603	226,603	226,603	226,603	226,603	226,603	453,206	679,81	453,206	1359,619	1812,826	1812,826	1812,826	1812,826	1812,826	1812,826
Montserrat	cases_million	4532,064	4532,064	4758,668	6571,493	7704,509	9290,732	9970,542	10423,748	36936,324	37162,928	39655,563	54611,375	222071,153	230682,076	238839,792	259460,684	317924,315	317924,315	317924,315
Montserrat	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
